comentario,Valor,nombreAspecto
deben mejorar en la creación se los horarios ya que soy de 2 do ciclo y tengo un hueco los dos viernes de 7 a 9 donde   no tengo clases y nunca nos avisaron,Negativo,Estrategia Académica
el horario,Negativo,Estrategia Académica
eibuenos docentes,Positivo,Docentes
el tiempo del break es muy corto. tomando en cuenta que para usar los servicios todos hay que hacer colas,Negativo,Estrategia Académica
que los maestros tienen mucha experiencia son super dinamicos,Positivo,Docentes
mejorar la calidad de docentes que ingresan y capitarlos mejor si eon nuevos,Negativo,Docentes
el proceso de matricula y el de elegir horarios....referente al aerea y sistema de turnos,Negativo,Estrategia Académica
"profesores con alta experiencia, buena infraestruvtura. pero solicitaría que se habiliten mas variedad de libros en la biblioteca.",Positivo,Docentes
aun no encuentro dificultades,Positivo,Percepción General
en la coordinacion de los horario de working,Negativo,Estrategia Académica
no es que hayan fallado si no que se trata de mas orden a la hora de que los studiantes se retiren ya que se hace un tumulto a la hora que los estudiantes se retiren o ingresen al universidad ya que no hay muchos ascensos y eso hace un desorden,Negativo,Percepción General
la seleccion de sus estudiantes,Positivo,Percepción General
la buena calidades de sus profesores,Positivo,Docentes
la enseñanza muy buena,Positivo,Estrategia Académica
"recien estoy empezando, pero me parece muy satisfactoria",Positivo,Percepción General
los profesores estan dispuestos a ayudar,Positivo,Docentes
la pasiencia de los maestros en la enseñanza,Positivo,Docentes
los horarias y las cedes para las personas q viven lejos,Negativo,Estrategia Académica
la calidad del estudio y la tecnologia,Positivo,Estrategia Académica
lo aprendido y la ensenanza,Positivo,Estrategia Académica
hasta ahora en nada sinceramente :),Positivo,Percepción General
la enseñanza de los profesores y su actitud ha enseñar,Positivo,Docentes
la forma de enseñar y la infraestructura,Positivo,Estrategia Académica
la buena enseñanza  y la exigencia de los docentes,Positivo,Docentes
el ambiente,Positivo,Percepción General
cumple con su probrama,Positivo,Percepción General
en ayuda de guiaro a los nuevos,Negativo,Percepción General
sus ambientes y su metodología de estudios en grupo,Positivo,Estrategia Académica
la enseñanza que nos brinda a los estudiantes,Positivo,Estrategia Académica
el tema de horarios,Negativo,Estrategia Académica
"es muy buena universidad, tiene profesores muy buenos , y me gusta wue tenga beneficios como el internet, que no hay examen de admision por que realmente no lo veo necesario , creo que cuando estas en la u , y sigues estudiando , pafa ser el mejor , ya si no hay esfuerzo ahi si esfaria mal.",Positivo,Docentes
"la alta calidad de enseñanza y los recursos que ahora upn ofrece, como el aula virtual.",Positivo,Estrategia Académica
valor una buena asistencia,Negativo,Docentes
"las distintas herramientas que brindan para complementar la enseñanza ,  ademas de la infraestructura",Positivo,Estrategia Académica
valoro que haya plan para los que trabajamos.,Positivo,Estrategia Académica
su ambiente y el orden que tiene en las clases,Positivo,Estrategia Académica
la dinámica para enseñar,Positivo,Docentes
la modernidad,Positivo,Percepción General
calidad de los profesores y la metologia,Positivo,Docentes
la metodología working adult,Positivo,Estrategia Académica
"el recibimiento por parte del administrador del centro, el sistema en línea es decir los cursos virtuales, la estructura de los cursos.",Positivo,Estrategia Académica
diversidad de experiencias profesionales de los profesores.,Positivo,Docentes
la preocupacion por el bienestar del alumno. comida gratis xd,Positivo,Percepción General
el trato de algunos profesores en el momento de de preguntar algún tema referente a clase,Positivo,Docentes
valoro el aporte y apoyo que me brindan los maestros refiriendome a mi carrera,Positivo,Docentes
los buenos docentes y la buena atencion al estudiante,Positivo,Docentes
la ensañanza del campus para los estudiantes nuevos,Negativo,Docentes
mas ascensores   no debe haber tardanza   prestar ipad   cafeteria grande y limpia,Negativo,Estrategia Académica
la buena enseñanza y su infraestructura,Positivo,Docentes
hasta el momento estoy conforme con el servicio que brinda la universidad.,Negativo,Percepción General
el valor a las experiencias,Positivo,Percepción General
fallaron e que solo estudiamos  dos veces a la semana cuando deberia ser los tres dias,Negativo,Estrategia Académica
bueno los horarios,Negativo,Estrategia Académica
las facilidades de horario y la oportuniad que brindan a las personas que trabajan,Positivo,Estrategia Académica
la calidad de su infraestructura y enseñanza,Positivo,Percepción General
los horarios y las perdidas de cursos,Negativo,Estrategia Académica
su curricula,Positivo,Estrategia Académica
los buenos profesores la buena educación,Positivo,Docentes
"el wifi es un asco y deberia llegar a todo upn  soo deberia haber asistencias y faltas, pero no tardanzas",Negativo,Estrategia Académica
buena metodología de enseñanza en w.a,Positivo,Estrategia Académica
me gusta todo lo que tiene,Positivo,Percepción General
la forma en la que enseñan.,Positivo,Docentes
"en el wifi, la conección es pesima hay qu solucionar ese punto.  otron punto es poner ascensor para la cancha de futbol y tener los baños disponibles.  tener mas tolerancia con la asistencia ya que no todos viven cerca",Negativo,Estrategia Académica
"el horario, a veces salimos muy tarde",Negativo,Estrategia Académica
"todos los servicios que ofrece, es muy buena univ",Positivo,Percepción General
los métodos de enseñanza,Positivo,Estrategia Académica
"algunos profesores deberian calificar de manera mas completa (participacion en clase, autoevaluaciones,prcticas grupales y examen) puesto que algunos no consideran la participacion en clase!",Negativo,Docentes
el aprender,Positivo,Docentes
el profesionalismo de los docentes.  sin embargo la atencion en recepcion al inicio de matriculrse no es nada especifica en la explicacion. realmente casi me retiro solo por eso.  ahora que ya estoy en clases valio la pena el disgusto.,Positivo,Docentes
"su organización, infraestructura y enseñanza.",Positivo,Docentes
el cumplimiento del horario por los profesores,Positivo,Docentes
la buena ensenanza que la universidad nos esta brindando ytambien el buen ambiente.,Positivo,Docentes
"no avisaron  el tema de los cursos en cada ciclo, resulte  perjudicado",Negativo,Docentes
la capacidad de los docentes.,Positivo,Docentes
"la malla curricular porque en el broucher aparece diferente que en la malla curricular,implementar pragramas de ingles",Negativo,Estrategia Académica
"hasta el momento iva todo bien, hasta que el profe de derecho laboral califico mi examen y se equivoco, solo dijo que en otra pregunta ya puso mas puntaje, dond me parece pecima respuesta",Negativo,Docentes
"la vigilancia al rededor de la universidad, aumentar el tiempo de receso",Negativo,Estrategia Académica
"un poco mas de organizacion, y la orientacion en el tema de admision",Negativo,Percepción General
debe haber curso de ingles en la curricula,Negativo,Estrategia Académica
lo didactico de los cursos,Positivo,Docentes
"creo que en los cursos virtuales , ya que varios compañeros tuvieron problemas al acceder",Negativo,Estrategia Académica
el ambiente amigable que se siente en la universidad.,Positivo,Percepción General
la calidad de maestros  que tiene,Positivo,Docentes
buena enseñanza y buena estructura. y mas de todo el horario de estudios.,Positivo,Estrategia Académica
"la docencia , que sean mas capacitados para la enseñanza , mas didacticos  , y con respecto a la infraestructura seria muy bueno que amplien la universidad , tal ves un pequeño campus  pero por las cantidad de alumnos cada pasillo y espacio parece que se aglomeran los estudiantes.",Negativo,Docentes
la enseñanza y calidad,Positivo,Estrategia Académica
los horarios apropiados para estudiar y las personas nuevas que estoy conociendo aqui,Positivo,Estrategia Académica
en que debieron primero comenzar con el curso de introducción,Negativo,Estrategia Académica
los trabajos que nos dejan cada dia en la upm,Positivo,Percepción General
"que, los profesores nos explican bien la clase",Positivo,Docentes
su forma de enseñanza,Negativo,Estrategia Académica
mas talleres,Positivo,Estrategia Académica
la tecnica de enseñamza de los profesores,Positivo,Docentes
las clases dinamicas,Positivo,Estrategia Académica
el tipo de gente y profesores.,Positivo,Docentes
respetan mucho los feriados,Negativo,Estrategia Académica
algunos profesores no explcan bien,Negativo,Docentes
"la calidad de los docentes, asi mismo la infraestuctura de la universidad.",Positivo,Docentes
"las clases número poco ,más dinamicws",Negativo,Docentes
los valores y mis derechos,Positivo,Percepción General
que me permite estudiar en el turno que se acomoda a mis horarios,Positivo,Estrategia Académica
la educacion que nos brindan,Positivo,Estrategia Académica
"me gusta que siempre se comunican conmigo para saber si tengo dudas o alguna necesidad, eso me hace sentir muy bien.",Positivo,Percepción General
deberian permitir cambiar los horarios cuando el alumno lo requiera,Negativo,Estrategia Académica
horarios nocturno para pre grado,Positivo,Estrategia Académica
"la docencia, me parece competitiva",Positivo,Docentes
que los profesores son muy buenos,Positivo,Docentes
"la facilidad de los horarios,ademas los profesores siempre estan aptos a apoyarnos.",Positivo,Docentes
el ambito academico,Positivo,Estrategia Académica
la enseñanza y la infraestructura,Positivo,Estrategia Académica
la calidad de la enseñanza y la imfraestructra,Positivo,Docentes
las personas que estan comprometidas,Positivo,Percepción General
me parece que las evaluciones virtuales son a criterio personal del profesor muchas veces sin seguir la rubrica de evaluacion. también explicar  los alumnos el por que de esa nota para así poder mejorar en el curso,Negativo,Docentes
en infraestructura y profesores.,Negativo,Docentes
la experiencia en el dictado de clases de cada docente es muy buena.,Positivo,Docentes
pues valoro mucho la educacionny los espacios que hay y la tecnologia,Positivo,Estrategia Académica
la calidad de enseñanza y pertenecen al grupo laureate,Positivo,Estrategia Académica
mejorar los metodos de enseñansa,Negativo,Estrategia Académica
valoro su modo de emseñanza.,Positivo,Docentes
aula virtual deberia ser presencial y el cobro,Negativo,Estrategia Académica
la modalidad workin,Positivo,Estrategia Académica
el horario me inscribi para fines de semana,Negativo,Estrategia Académica
los buenos profesores y lo didáctico de las clases,Positivo,Docentes
"los profesores,la infraestrucutura y la curricula.",Positivo,Docentes
"las evaluaciones constantes, la vocación y paciencia de los profesores",Positivo,Docentes
